class,lesson,room_id,period_id,date,block,week_num,user,year_id,staff
10HA/BC1,Business,E8,PERIOD 4,2011-02-10,1,1,HM,1,HM
10XS/BC1,Business,E8,PERIOD 5 ,2011-02-10,1,1,HM,1,HM
10EH/Bs1 ,Business,E8,PERIOD 2,2011-02-11,1,1,AL,1,AL
10B/BS1,Business,E8,PERIOD 3,2011-02-11,1,1,LC,1,LC
11XC/BC1,Business,E8,PERIOD 4,2011-02-11,1,1,LC,1,LC
10YS/BC1,Business,E8,PERIOD 5,2011-02-11,1,1,FX,1,FX
11XY/BCX,Business,E8,PERIOD 2,2011-02-14,1,2,LC,1,LC
10B/BS1,Business,E8,PERIOD 3,2011-02-14,1,2,LC,1,LC
11EH/BS,Business,E8,PERIOD 4,2011-02-14,1,2,LC,1,LC
11YS/BC1,Business,E8,PERIOD 2,2011-02-15,1,2,HM,1,HM
10YC/BC1,Business,E8,PERIOD 3,2011-02-15,1,2,HM,1,HM
12D/BQ1B ,Business,E8,PERIOD 4,2011-02-15,1,2,HM,1,HM
10XS/BC1,Business,E8,PERIOD 5,2011-02-15,1,2,HM,1,HM
10EH/Bs1 ,Business,E8,PERIOD 2,2011-02-16,1,2,AL,1,AL
13D/BQ1C,Business,E8,PERIOD 3,2011-02-16,1,2,LC,1,LC
10HA/BC1,Business,E8,PERIOD 4,2011-02-16,1,2,LC,1,LC
10XY/BCX1,Business,E8,PERIOD 5,2011-02-16,1,2,MK,1,MK
10XC/BC1,Business,E8,PERIOD 2,2011-02-17,1,2,HM,1,HM
11YC/BC1B,Business,E8,PERIOD 3,2011-02-17,1,2,HM,1,HM
10HA/BC1,Business,E8,PERIOD 4,2011-02-17,1,2,HM,1,HM
12D/BQ1B ,Business,E8,PERIOD 5,2011-02-17,1,2,HM,1,HM
10HA/BC1,Business,E8,PERIOD 2,2011-02-18,1,2,LC,1,LC
10B/BS1,Business,E8,PERIOD 3,2011-02-18,1,2,LC,1,LC
11XC/BC1,Business,E8,PERIOD 4,2011-02-18,1,2,FX,1,FX
10YS/BC1,Business,E8,PERIOD 5,2011-02-18,1,2,FX,1,FX
12A/LC1B,ICT,H5,PERIOD 1,2011-02-07,1,1,RN,1,RN
11TZ/TL1B,ICT,H5,PERIOD 2,2011-02-07,1,1,RN,1,RN
8C/IT,ICT,H5,PERIOD 3,2011-02-07,1,1,RN,1,RN
10IX/LC2,ICT,H5,PERIOD 5,2011-02-07,1,1,RN,1,RN
10IY/LC2,ICT,H5,PERIOD 1,2011-02-08,1,1,RN,1,RN
10IZ/LC2,ICT,H5,PERIOD 2,2011-02-08,1,1,RN,1,RN
12A/LC1B,ICT,H5,PERIOD 3,2011-02-08,1,1,RN,1,RN
9F/IT,ICT,H5,PERIOD 4,2011-02-08,1,1,RN,1,RN
11IX/LCC3,ICT,H5,PERIOD 5,2011-02-08,1,1,RN,1,RN
9A/IT,ICT,H5,PERIOD 2,2011-02-09,1,1,RN,1,RN
9S/IT,ICT,H5,PERIOD 4,2011-02-09,1,1,RN,1,RN
7B/IT,ICT,H5,PERIOD 5,2011-02-09,1,1,RN,1,RN
11IY/LC3,ICT,H5,PERIOD 1,2011-02-10,1,1,RN,1,RN
11IZ/LC3,ICT,H5,PERIOD 2,2011-02-10,1,1,RN,1,RN
7S/IT,ICT,H5,PERIOD 3,2011-02-10,1,1,RN,1,RN
13A/LCF1A,ICT,H5,PERIOD 4,2011-02-10,1,1,RN,1,RN
13E/LC1B,ICT,H5,PERIOD 5,2011-02-10,1,1,RN,1,RN
7A/IT,ICT,H5,PERIOD 2,2011-02-11,1,1,RN,1,RN
8P/IT,ICT,H5,PERIOD 3,2011-02-11,1,1,RN,1,RN
9E/IT,ICT,H5,PERIOD 4,2011-02-11,1,1,RN,1,RN
8B/IT,ICT,H5,PERIOD 5,2011-02-11,1,1,RN,1,RN
9A/IT,ICT,H5,PERIOD 1,2011-02-14,1,2,RN,1,RN
12A/LC1A,ICT,H5,PERIOD 2,2011-02-14,1,2,RN,1,RN
8C/IT,ICT,H5,PERIOD 3,2011-02-14,1,2,RN,1,RN
10IX/LC2,ICT,H5,PERIOD 5,2011-02-14,1,2,RN,1,RN
10IY/LC2,ICT,H5,PERIOD 1,2011-02-15,1,2,RN,1,RN
10IZ/LC2,ICT,H5,PERIOD 2 ,2011-02-15,1,2,RN,1,RN
9F/IT,ICT,H5,PERIOD 4,2011-02-15,1,2,RN,1,RN
11IX/LC3,ICT,H5,PERIOD 5,2011-02-15,1,2,RN,1,RN
7A/IT,ICT,H5,PERIOD 1 ,2011-02-16,1,2,RN,2,RN
7S/IT,ICT,H5,PERIOD 3,2011-02-16,1,2,RN,3,RN
9S/IT,ICT,H5,PERIOD 4,2011-02-16,1,2,RN,4,RN
7B/IT,ICT,H5,PERIOD 5,2011-02-16,1,2,RN,5,RN
11IY/LC3,ICT,H5,PERIOD 1,2011-02-17,1,2,RN,5,RN
11IZ/LC3,ICT,H5,PERIOD 2,2011-02-17,1,2,RN,5,RN
13A/LC1A,ICT,H5,PERIOD 4,2011-02-17,1,2,RN,5,RN
8B/IT,ICT,H5,PERIOD 5,2011-02-17,1,2,RN,5,RN
12A/IC1B,ICT,H5,PERIOD 2,2011-02-18,1,2,RN,5,RN
9E/IT,ICT,H5,PERIOD 4,2011-02-18,1,2,RN,5,RN
8P/IT,ICT,H5,PERIOD 5,2011-02-18,1,2,RN,5,RN
7P/IT,ICT,H6,PERIOD 1,2011-02-07,1,1,FL,5,FL
7T/IT,ICT,H6,PERIOD 3,2011-02-07,1,1,XTK,5,XTK
10IX/LC1,ICT,H6,PERIOD5,2011-02-07,1,1,XTK,5,XTK
10IY/LC1,ICT,H6,PERIOD 1,2011-02-08,1,1,XTK,5,XTK
1OIZ/LC1,ICT,H6,PERIOD 2,2011-02-08,1,1,XTK,5,XTK
7C/IT,ICT,H6,PERIOD 3,2011-02-08,1,1,XTK,5,XTK
11LX/LC1,ICT,H6,PERIOD 5,2011-02-08,1,1,XTK,5,XTK
11IY/LC1,ICT,H6,PERIOD 1,2011-02-10,1,1,XTK,5,XTK
11IZ/LC1,ICT,H6,PERIOD 2,2011-02-10,1,1,XTK,5,XTK
9P/IT,ICT,H6,PERIOD 4,2011-02-10,1,1,XTK,5,XTK
9C/IT,ICT,H6,PERIOD 5,2011-02-10,1,1,XTK,5,XTK
8F/IT,ICT,H6,PERIOD 2,2011-02-11,1,1,FL,5,FL
7E/IT,ICT,H6,PERIOD 3,2011-02-11,1,1,FL,5,FL
13E/LC1A,ICT,H6,PERIOD 4,2011-02-11,1,1,FL,5,FL
8T/IT,ICT,H6,PERIOD 5,2011-02-11,1,1,FL,5,FL
12A/LC1A,ICT,H6,PERIOD 1,2011-02-14,1,2,XTK,5,XTK
7P/IT,ICT,H6,PERIOD 2,2011-02-14,1,2,XTK,5,XTK
7T/IT,ICT,H6,PERIOD 3,2011-02-14,1,2,XTK,5,XTK
10IX/LC1,ICT,H6,PERIOD 5,2011-02-14,1,2,XTK,5,XTK
10IY/LC1,ICT,H6,PERIOD 1,2011-02-15,1,2,XTK,5,XTK
10IZ/LC1,ICT,H6,PERIOD 2,2011-02-15,1,2,XTK,5,XTK
7C/IT,ICT,H6,PERIOD 3,2011-02-15,1,2,XTK,5,XTK
11IX/LC1,ICT,H6,PERIOD 5,2011-02-15,1,2,XTK,5,XTK
10XY/MO1,MEDIA STUDIES,H6,PERIOD 5,2011-02-16,1,2,LF,5,LF
11IY/LC1,ICT,H6,PERIOD 1,2011-02-17,1,2,XTF,5,XTF
11IZ/LC1,ICT,H6,PERIOD 2,2011-02-17,1,2,XTF,5,XTF
9C/IT,ICT,H6,PERIOD 3,2011-02-17,1,2,XTF,5,XTF
9P/IT,ICT,H6,PERIOD 4,2011-02-17,1,2,XTF,5,XTF
8S,ICT,H6,PERIOD 5,2011-02-17,1,2,XTF,5,XTF
8F/IT,ICT,H6,PERIOD 2,2011-02-18,1,2,FL,5,FL
7E/IT,ICT,H6,PERIOD 3,2011-02-18,1,2,FL,5,FL
13E/LC1A,ICT,H6,PERIOD 4,2011-02-18,1,2,FL,5,FL
8T/IT,ICT,H6,PERIOD 5,2011-02-18,1,2,FL,5,FL
10B/MD1,MEDIA STUDIES,H7,PERIOD 3,2011-02-07,1,1,LF,5,LF
11TZ/LT1B,ICT,H7,PERIOD 5,2011-02-08,1,1,FL,5,FL
12E/AI1A,ICT,H7,PERIOD 3,2011-02-09,1,1,FL,5,FL
12A/LC1C,ICT,H7,PERIOD 4,2011-02-09,1,1,FL,5,FL
10B/MD1,MEDIA STUDIES,H7,PERIOD 5,2011-02-09,1,1,LF,5,LF
11TZ/IT1A,ICT,H7,PERIOD 1,2011-02-10,1,1,FL,5,FL
11IZ/IT1,ICT,H7,PERIOD 2,2011-02-10,1,1,FL,5,FL
10B/MD1,MEDIA STUDIES,H7,PERIOD 3,2011-02-11,1,1,LF,5,LF
11TZ/IT1A,ICT,H7,PERIOD 1,2011-02-17,1,2,FL,5,FL
11IZ/IT1,ICT,H7,PERIOD 2,2011-02-17,1,2,FL,5,FL
10B/MD1,MEDIA STUDIES,H7,PERIOD 3,2011-02-18,1,2,LF,5,LF
10B/MD1,MEDIA STUDIES,H7,PERIOD 3,2011-02-14,1,2,LF,5,LF
11TZ/LT1A,ICT,H7,PERIOD 5,2011-02-15,1,2,FL,5,FL
12C/LC1,ICT,H7,PERIOD 2,2011-02-16,1,2,FL,5,FL
12E/AI1A,ICT,H7,PERIOD 3,2011-02-16,1,2,FL,5,FL
12A/LC1C,ICT,H7,PERIOD 4,2011-02-16,1,2,FL,5,FL
7F/IT,ICT,H8,PERIOD 2,2011-02-07,1,1,MG,5,MG
8E/IT,ICT,H8,PERIOD 3,2011-02-07,1,1,MG,5,MG
10IX/LC3,ICT,H8,PERIOD 5,2011-02-07,1,1,MG,5,MG
7F/IT,ICT,H8,PERIOD 2,2011-02-14,1,2,MG,5,MG
8E/IT,ICT,H8,PERIOD 3,2011-02-14,1,2,MG,5,MG
10IX/LC3,ICT,H8,PERIOD 5,2011-02-14,1,2,MG,5,MG
10IY/LC3,ICT,H8,PERIOD 1,2011-02-08,1,1,MG,5,MG
10IZ/LC3,ICT,H8,PERIOD 2,2011-02-08,1,1,MG,5,MG
10YC/FRG2,LANGUAGES,H8,PERIOD 3,2011-02-08,1,1,RW,5,RW
13E/AI1B,ICT,H8,PERIOD 4,2011-02-08,1,1,MG,5,MG
11IX/LC2,ICT,H8,PERIOD 5,2011-02-08,1,1,MG,5,MG
10IY/LC3,ICT,H8,PERIOD 1,2011-02-15,1,2,MG,5,MG
10IZ/LC3,ICT,H8,PERIOD 2,2011-02-15,1,2,MG,5,MG
10YC/FRG2,LANGUAGES,H8,PERIOD 3,2011-02-15,1,2,RW,5,RW
13E/AI1B,ICT,H8,PERIOD 4,2011-02-15,1,2,MG,5,MG
11IX/LC2,ICT,H8,PERIOD 5,2011-02-15,1,2,MG,5,MG
11IY/LC2,ICT,H8,PERIOD 1,2011-02-10,1,1,MG,5,MG
11IZ/LC2,ICT,H8,PERIOD 2,2011-02-10,1,1,MG,5,MG
9T/IT,ICT,H8,PERIOD 3,2011-02-10,1,1,MG,5,MG
9B/IT,ICT,H8,PERIOD 4,2011-02-10,1,1,MG,5,MG
10XC/MO1,MEDIA STUDIES,H8,PERIOD 5,2011-02-10,1,1,LF,5,LF
11IY/LC2,ICT,H8,PERIOD 1,2011-02-17,1,2,MG,5,MG
11IZ/LC2,ICT,H8,PERIOD 2,2011-02-17,1,2,MG,5,MG
9B/IT,ICT,H8,PERIOD 3,2011-02-17,1,2,MG,5,MG
9T/IT,ICT,H8,PERIOD 4,2011-02-17,1,2,MG,5,MG
10XY/BT1,Business,H8,PERIOD 5 ,2011-02-16,1,2,AL,5,AL
8A/IT,ICT,H8,PERIOD 2,2011-02-11,1,1,MG,5,MG
12E/AI1A,ICT,H8,PERIOD 3,2011-02-11,1,1,MG,5,MG
9EP/EP,,H8,PERIOD 4,2011-02-11,1,1,AL,5,AL
8S/IT,ICT ,H8,PERIOD 5,2011-02-11,1,1,AL,5,AL
8A/IT,ICT,H8,PERIOD 2,2011-02-18,1,2,MG,5,MG
12E/AI1A,ICT,H8,PERIOD 3,2011-02-18,1,2,MG,5,MG
9EP/EP,,H8,PERIOD 5,2011-02-18,1,2,AL,5,AL
11B/MD1 ,MEDIA STUDIES,LRC-A,PERIOD 1 ,2011-02-09,1,1,LF,5,LF
11XS/BC1 ,BUSINESS,LRC-A ,PERIOD 4,2011-02-10,1,1,FX,5,FX
10XC/BT1,BUSINESS,LRC-A,PERIOD 5,2011-02-10,1,1,FX,5,FX
11B/MD1 ,MEDIA STUDIES,LRC-A,PERIOD 1 ,2011-02-15,1,2,LF,5,LF
11B/MD1 ,MEDIA STUDIES,LRC-A,PERIOD 1 ,2011-02-16,1,2,LF,5,LF
10XY/BCY1,BUSINESS,LRC-A,PERIOD 5,2011-02-16,1,2,FX,5,FX
11XS/BC1 ,BUSINESS,LRC-A,PERIOD 4,2011-02-17,1,2,LC,3,LC
10B/MD2,MEDIA STUDIES,LRC-B,PERIOD 3,2011-02-07,1,1,RI,2,RI
10TZ/IT1,ICT,LRC-B,PERIOD 5,2011-02-07,1,1,FL,,FL
10TZ/IT1,ICT,LRC-B,PERIOD 1,2011-02-08,1,1,FL,2,FL
10LZ/LC4,ICT,LRC-B,PERIOD 2,2011-02-08,1,1,FL,2,FL
10B/MD2,MEDIA STUDIES,LRC-B,PERIOD 5,2011-02-08,1,1,RI,2,RI
10B/MD2,MEDIA STUDIES,LRC-B,PERIOD 3,2011-02-11,1,1,RI,2,RI
,ENGLISH,LRC-B,PERIOD 3,2011-02-10,1,1,,1,
,ENGLISH,LRC-B,PERIOD 4,2011-02-10,1,1,,1,
10B/MD2,MEDIA STUDIES,LRC-B,PERIOD 3,2011-02-14,1,2,RI,2,RI
10TZ/IT1,ICT,LRC-B,PERIOD 5,2011-02-14,1,2,FL,,FL
10TZ/IT1,ICT,LRC-B,PERIOD 1,2011-02-15,1,2,FL,2,FL
10LZ/LC4,ICT,LRC-B,PERIOD 2,2011-02-15,1,2,FL,2,FL
10XC/MO1,MEDIA STUDIES,LRC-B,PERIOD 2,2011-02-17,1,2,LF ,2,LF
,ENGLISH,LRC-B,PERIOD 3,2011-02-17,1,2,,1,
,ENGLISH,LRC-B,PERIOD 4,2011-02-17,1,2,,1,
10TZ/IT1,ICT,LRC-B,PERIOD 5,2011-02-17,1,2,FL,1,FL
10B/MD2,MEDIA STUDIES,LRC-B,PERIOD 3,2011-02-18,1,2,FL,1,FL
